country,partyfacts_id,technical,name_short,name,name_english,name_other,year_first,year_last,share,share_year,new,wikipedia,description,comment,created,modified
ALB,674,,BKS,Partia Balli Kombëtar Shqiptar,Albanian National Front Party,,1991,,5.0,1996,,https://en.wikipedia.org/wiki/Albanian_National_Front_Party,,,2012-12-29 10:54:33.531000+00:00,2021-03-26 15:22:12.610783+00:00
ALB,1636,,PBDN,Partia Bashkimi per te Drejtat e Njeriut,Unity for Human Rights Party,,1991,,2.5,2005,,https://en.wikipedia.org/wiki/Unity_for_Human_Rights_Party,,,2012-12-29 10:57:49.613000+00:00,2018-07-05 08:07:33.562336+00:00
ALB,1558,,PDR,Partia Demokrate e Re,New Democratic Party,,1999,2009,3.7,2005,,https://en.wikipedia.org/wiki/New_Democratic_Party_%28Albania%29,,,2012-12-29 10:57:33.316000+00:00,2017-06-13 09:59:55.312366+00:00
ALB,190,,PDS,Partia Demokratike e Shqipërisë,Democratic Party of Albania,,1990,,62.1,1992,,https://en.wikipedia.org/wiki/Democratic_Party_of_Albania,,,2012-12-29 10:53:01.335000+00:00,2021-03-26 15:21:54.984036+00:00
ALB,7328,,PD,Partia Demokratike [Opozita liberale],Democratic Party [Liberal Opposition],,1922,1924,46.8,1923,,,"Fan Noli wing split from Progressive Party (PP) in 1922 (cf. McHale 1983, 16; Karagiannopoulou 2004, 78).","""Demokratische Partei"" with 45 seats in Sternberger and Vogel (1969, 60)",2019-07-27 19:54:38.563536+00:00,2021-01-19 17:56:24.435516+00:00
ALB,7013,,PDK,Partia Demokristiane e Shqipërisë,Demochristian Party of Albania,,1991,,1.0,1996,,https://en.wikipedia.org/wiki/Demochristian_Party_of_Albania,,,2019-05-02 10:50:07.234416+00:00,2019-05-02 10:50:07.234480+00:00
ALB,3270,,PDIU,"Partia Drejtësi, Integrim dhe Unitet","Party for Justice, Integration and Unity",,2011,,2.6,2013,,"https://en.wikipedia.org/wiki/Party_for_Justice,_Integration_and_Unity",,,2015-05-04 19:29:48.936215+00:00,2018-07-07 19:50:07.021803+00:00
ALB,4711,,PPSH,Partia e Punës e Shqipërisë,Party of Labour / Albanian Workers' Party,,1941,1991,100.0,1974,False,https://en.wikipedia.org/wiki/Party_of_Labour_of_Albania,,,2015-12-10 13:43:34.393961+00:00,2017-03-14 19:52:27.713580+00:00
ALB,8378,,PFS,Partia Fashiste e Shqipërisë,Albanian Fascist Party,,1939,1943,,,,https://en.wikipedia.org/wiki/Albanian_Fascist_Party,PM 1939-1942,,2020-06-02 11:12:12.413014+00:00,2021-03-10 19:45:31.013319+00:00
ALB,4715,,PKDSH,Partia Kristian Demokrate e Shqipërisë,Christian Democratic Party of Albania,,1991,,3.4,2005,True,https://en.wikipedia.org/wiki/Christian_Democratic_Party_of_Albania,,,2015-12-13 19:45:28.591722+00:00,2015-12-13 19:45:28.591772+00:00
ALB,732,,PLL,Partia Lëvizja e Legalitetit,Movement of Legality Party,,1991,,3.3,1997,,https://en.wikipedia.org/wiki/Legality_Movement_Party,,,2012-12-29 10:54:44.881000+00:00,2021-03-26 15:22:06.887772+00:00
ALB,8727,,PP,Partia Popullore,Popular Party,,1921,1939,38.4,1921,,,"30 of 78 seats (Sternberger and Vogel 1969, 59)","see McHale (1983, 15)",2021-01-18 11:56:15.477559+00:00,2021-01-18 21:05:39.202004+00:00
ALB,819,,PRS,Partia Republikane e Shqipërisë,Republican Party of Albania,,1991,,5.7,1996,,https://en.wikipedia.org/wiki/Republican_Party_of_Albania,,,2012-12-29 10:55:01.832000+00:00,2021-03-26 15:22:18.478032+00:00
ALB,838,,PSD,Partia Socialdemokrate e Shqipërisë,Social Democratic Party of Albania,,1991,,4.4,1992,,https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Albania,,,2012-12-29 10:55:05.657000+00:00,2018-07-07 19:50:07.126779+00:00
ALB,1729,,PSS,Partia Socialiste e Shqipërisë,Socialist Party of Albania,,1991,,43.9,2001,,https://en.wikipedia.org/wiki/Socialist_Party_of_Albania,,,2012-12-29 10:58:09.881000+00:00,2018-07-07 19:50:07.225190+00:00
ALB,8728,,PPer,Progressive Party,Partia Perparimtare,,1921,1939,38.4,1921,,,"30 of 78 seats (Sternberger and Vogel 1969, 59)","see McHale (1983, 17)
conservative and agrarian (Sternberger and Vogel 1969, 59)",2021-01-18 21:08:59.951380+00:00,2021-01-19 16:33:15.776736+00:00
ALB,3883,15,ally,alliance,alliance,,1750,,,,,,,,2015-09-09 13:49:29.938984+00:00,2022-12-16 10:56:17.453272+00:00
ALB,2993,12,tech,technical,technical,,1750,,,,,,,,2014-09-05 07:46:39.621492+00:00,2022-12-16 10:56:17.446514+00:00
ALB,2571,11,1-perc,1 percent,1 percent,,1750,,,,,,,,2014-07-07 14:01:43.116296+00:00,2022-12-16 10:56:17.439431+00:00
ALB,2570,10,unknown,unknown,unknown,,1750,,,,,,,,2014-07-07 14:01:43.094838+00:00,2022-12-16 10:56:17.432418+00:00
ALB,2569,8,indep,independent,independent,,1750,,,,,,,,2014-07-07 14:01:43.064371+00:00,2022-12-16 10:56:17.422538+00:00
ALB,2568,7,etc,other,other,,1750,,,,,,,,2014-07-07 14:01:43.035226+00:00,2022-12-16 10:56:17.414729+00:00
DZA,8564,,AAV,Alliance de l'Algérie verte,Green Algeria Alliance,,2012,2017,6.2,2012,,https://en.wikipedia.org/wiki/Green_Algeria_Alliance,,,2020-09-08 06:39:27.091968+00:00,2021-03-22 13:25:28.264947+00:00
DZA,4111,,FLN,Front de Libération Nationale,National Liberation Front,Arabic: جبهة التحرير الوطني Jabhet Al-Taḥrīr Al-Waṭanī‎,1954,,17.3,2012,,https://en.wikipedia.org/wiki/National_Liberation_Front_%28Algeria%29,,,2015-09-23 19:51:35.738888+00:00,2015-11-07 18:32:25.419293+00:00
DZA,4114,,FFS,Front des Forces socialistes,Socialist Forces Front,"Berber: Tirni Iɣallen Inemlayen (RƔN), Arabic: جبهة القوى الاشتراكية",1963,,2.5,2009,,https://en.wikipedia.org/wiki/Socialist_Forces_Front,,,2015-09-24 15:11:39.384071+00:00,2015-11-07 18:32:25.437841+00:00
DZA,6118,,FIS,Front Islamique du Salut,Islamic Salvation Front,"Arabic: الجبهة الإسلامية للإنقاذ, al-Jabhah al-Islāmiyah lil-Inqādh",1989,1992,54.0,1990,,https://en.wikipedia.org/wiki/Islamic_Salvation_Front,54% in 1990 local elections,,2018-08-14 08:14:40.523596+00:00,2018-10-09 13:30:26.753880+00:00
DZA,4098,,FNA,Front National Algérien,Algerian National Front,Arabic: الجبهة الوطنية الجزائرية,1990,,4.2,2007,,https://en.wikipedia.org/wiki/Algerian_National_Front,,,2015-09-22 19:49:11.581953+00:00,2015-11-07 18:32:25.413514+00:00
DZA,6219,,MRI,Mouvement de la Renaissance Islamique,Movement of the Islamic Renaissance,Arabic: حركة النهضة الاسلامية,1990,,8.9,1997,,https://en.wikipedia.org/wiki/Islamic_Renaissance_Movement,,,2018-09-20 10:28:34.629693+00:00,2021-03-22 13:25:56.495250+00:00
DZA,5221,,MSPP,Mouvement de la société pour la paix / Hamas,Movement for the Society of Peace,"Arabic: Harakat mujtama' as-silm حركة مجتمع السلم,",1990,,18.2,1997,,https://en.wikipedia.org/wiki/Movement_of_Society_for_Peace,,,2016-08-26 11:04:32.982950+00:00,2021-03-22 13:25:46.793587+00:00
DZA,5222,,MPRN,Mouvement pour la réforme nationale,Movement for National Reform,Arabic: Harakat Al-Islah Al-Wataniy حركة الإصلاح الوطني‎‎,1990,,9.5,2002,,https://en.wikipedia.org/wiki/Movement_for_National_Reform,,,2016-08-26 11:08:16.348128+00:00,2021-03-22 13:26:02.334772+00:00
DZA,5622,,PT,Parti des Travailleurs,Workers' Party,"Arabic Hizb al-Ummal حزب العمال,",1990,,5.1,2007,,https://en.wikipedia.org/wiki/Workers%27_Party_(Algeria),,,2017-06-10 14:10:54.560002+00:00,2017-06-10 14:10:54.560027+00:00
DZA,8868,,PRA,Parti du Renouveau Algérien,Party of Algerian Renewal,,1989,,1.8,2007,,https://en.wikipedia.org/wiki/Party_of_Algerian_Renewal,1996 Abdelaziz Ben Mhidi (Minister of Tourism & Handicrafts),,2021-03-26 21:38:33.281240+00:00,2021-03-26 21:38:33.281267+00:00
DZA,4113,,RND,Rassemblement National Démocratique,National Rally for Democracy,Arabic: التجمع الوطني الديمقراطي‎,1997,,6.9,2009,,https://en.wikipedia.org/wiki/National_Rally_for_Democracy_(Algeria),,,2015-09-24 15:09:24.297033+00:00,2015-11-07 18:32:25.428329+00:00
DZA,6120,,RCD,Rassemblement pour la Culture et la Démocratie,Rally for Culture and Democracy,Berber: Agraw i Yidles d Tugdut; Arabic: التجمع من أجل الثقافة والديمقراطية,1998,2012,5.0,1997,,https://en.wikipedia.org/wiki/Rally_for_Culture_and_Democracy,,,2018-08-20 23:16:06.251188+00:00,2018-08-20 23:16:06.251250+00:00
DZA,8734,,TAJ,Tajamoua Emel El Djazair,Rally for Hope for Algeria,Arabic: تجمع أمل الجزائر‎,2012,,4.2,2017,,https://en.wikipedia.org/wiki/Rally_for_Hope_for_Algeria,,,2021-02-21 17:49:59.251567+00:00,2021-02-21 17:49:59.251622+00:00
DZA,3884,15,ally,alliance,alliance,,1750,,,,,,,,2015-09-09 13:49:30.011497+00:00,2022-12-16 10:56:17.496453+00:00
DZA,3567,12,tech,technical,technical,,1750,,,,,,,,2015-07-21 09:36:11.351192+00:00,2022-12-16 10:56:17.489403+00:00
DZA,3566,11,1-perc,1 percent,1 percent,,1750,,,,,,,,2015-07-21 09:36:11.335891+00:00,2022-12-16 10:56:17.482589+00:00
DZA,3565,10,unknown,unknown,unknown,,1750,,,,,,,,2015-07-21 09:36:11.325018+00:00,2022-12-16 10:56:17.476281+00:00
DZA,3563,8,indep,independent,independent,,1750,,,,,,,,2015-07-21 09:36:11.300365+00:00,2022-12-16 10:56:17.469202+00:00
DZA,3562,7,etc,other,other,,1750,,,,,,,,2015-07-21 09:36:11.282456+00:00,2022-12-16 10:56:17.462408+00:00
AND,4901,,ACM,Agrupament Canillo — La Massana,Canillo — Massana Grouping,,1993,1997,14.3,1993,,,,"4 of 28 seats in 1993
""The ACM was formed by four councillors returned as independents in the December 1993 balloting."" (Political Handbook of the World, 1998)",2016-07-12 08:59:02.951434+00:00,2021-03-26 16:24:38.036433+00:00
AND,4207,,AND,Agrupament Nacional Democràtic,National Democratic Group,,1993,2001,30.9,1997,,https://en.wikipedia.org/wiki/National_Democratic_Group,,,2015-10-14 13:43:16.115795+00:00,2015-12-01 17:12:56.054760+00:00
AND,3712,,APC,Andorra pel Canvi,Andorra for Change,,2009,2011,12.3,2009,,https://en.wikipedia.org/wiki/Andorra_for_Change,,,2015-09-08 08:50:18.456268+00:00,2015-11-07 18:32:25.547110+00:00
AND,3714,,AISJ,Argupament Independent per Sant Julia,Independent Group for Sant Julía,,2001,2001,3.1,2001,,,,,2015-09-08 08:57:38.103313+00:00,2015-11-07 18:32:25.632261+00:00
AND,4900,,CNA,Coalició Nacional d'Andorra,National Andorran Coalition,,1993,1997,14.3,1993,True,https://en.wikipedia.org/wiki/National_Andorran_Coalition,,,2016-07-12 08:51:43.311281+00:00,2016-07-12 08:51:43.311325+00:00
AND,8802,,CR,Coalició Reformista,Reformist Coalition,,2009,2009,32.3,2009,,,,,2021-03-17 20:12:29.624602+00:00,2021-03-17 20:13:14.835809+00:00
AND,3713,,DA,Demòcrates per Andorra,Democrats for Andorra,,2011,,49.1,2011,,https://en.wikipedia.org/wiki/Democrats_for_Andorra,,,2015-09-08 08:56:35.309679+00:00,2019-01-03 12:17:13.673030+00:00
AND,6433,,GUPI,Grup d'Unió Parroquial Independents,Parochial Union of Independents Group,,2003,2013,20.8,2009,,https://en.wikipedia.org/wiki/Parochial_Union_of_Independents_Group,"Local progressive political party in Ordino, Andorra",,2018-12-08 17:10:41.201591+00:00,2022-01-08 14:47:57.942320+00:00
AND,3711,,IDN,Iniciativa Democràtica Nacional,Democratic National Initiative,,1992,1997,9.2,1997,,https://en.wikipedia.org/wiki/Democratic_National_Initiative,,,2015-09-08 08:27:14.885316+00:00,2015-11-07 18:32:25.558390+00:00
AND,6516,,NC,Nou Centre,New Centre,,2005,2011,10.7,2005,,https://en.wikipedia.org/wiki/New_Centre_(Andorra),,,2019-01-03 12:13:38.565905+00:00,2022-01-08 14:47:42.724505+00:00
AND,3710,,ND,Nova Democràcia,New Democracy,,1993,1997,15.0,1997,,https://en.wikipedia.org/wiki/New_Democracy_(Andorra),,,2015-09-08 08:20:35.720236+00:00,2015-11-07 18:32:25.754969+00:00
AND,4208,,PD,Partit Demòcrata,Democratic Party,,2001,2001,22.9,2001,,https://en.wikipedia.org/wiki/Democratic_Party_(Andorra),,,2015-10-14 13:46:10.701688+00:00,2015-12-01 17:12:06.309784+00:00
AND,3675,,PS,Partit Socialdemòcratica,Social Democratic Party,,2001,,36.9,2005,,https://en.wikipedia.org/wiki/Social_Democratic_Party_%28Andorra%29,,,2015-07-24 11:00:53.502020+00:00,2015-12-03 13:56:16.180442+00:00
AND,3674,,RD,Renovació Democràtica,Democratic Renewal,,2005,2011,6.2,2005,,https://en.wikipedia.org/wiki/Democratic_Renewal_%28Andorra%29,,,2015-07-24 10:58:33.915475+00:00,2015-11-07 21:00:07.834733+00:00
AND,5875,,SDP,Socialdemocràcia i Progrés,Social Democracy and Progress,,2015,,10.6,2015,,https://en.wikipedia.org/wiki/Social_Democracy_and_Progress,,,2018-05-22 14:48:15.300128+00:00,2018-05-22 14:48:15.300156+00:00
AND,3708,,UL,Unió Laurediana,Lauredian Union,,2001,2011,4.4,2011,,https://en.wikipedia.org/wiki/Lauredian_Union,,,2015-09-08 08:14:24.221927+00:00,2021-03-17 20:13:57.955771+00:00
AND,3673,,UL / PLA,Uniò Liberal / Partit Liberal d'Andorra,Liberal Union / Liberal Party of Andorra,,1992,,42.1,2001,,https://en.wikipedia.org/wiki/Liberal_Party_of_Andorra,,,2015-07-24 10:57:01.241447+00:00,2021-03-17 20:13:47.296040+00:00
AND,3676,,VA,Verds d'Andorra,Greens of Andorra,,2003,,3.5,2005,,https://en.wikipedia.org/wiki/Greens_of_Andorra,,,2015-07-24 11:02:00.348454+00:00,2015-11-07 21:00:07.863493+00:00
AND,3885,15,ally,alliance,alliance,,1750,,,,,,,,2015-09-09 13:49:30.157942+00:00,2022-12-16 10:56:17.539817+00:00
AND,3311,12,tech,technical,technical,,1750,,,,,,,,2015-07-20 22:22:50.322754+00:00,2022-12-16 10:56:17.532925+00:00
AND,3310,11,1-perc,1 percent,1 percent,,1750,,,,,,,,2015-07-20 22:22:50.301221+00:00,2022-12-16 10:56:17.525874+00:00
AND,3309,10,unknown,unknown,unknown,,1750,,,,,,,,2015-07-20 22:22:50.274981+00:00,2022-12-16 10:56:17.519382+00:00
AND,3307,8,indep,independent,independent,,1750,,,,,,,,2015-07-20 22:22:50.213969+00:00,2022-12-16 10:56:17.512236+00:00
AND,3306,7,etc,other,other,,1750,,,,,,,,2015-07-20 22:22:50.171300+00:00,2022-12-16 10:56:17.505092+00:00
AGO,7720,,AFAMP,Angolan Free Alliance Majority Party,Angolan Free Alliance Majority Party,,2012,,9.5,2017,,,,,2019-09-12 14:52:24.547503+00:00,2021-03-26 14:56:04.352543+00:00
AGO,7721,,APP,Angolan Pacific Party,Angolan Pacific Party,,2012,,9.5,2017,,,,,2019-09-12 14:54:05.355906+00:00,2021-03-26 14:56:24.413126+00:00
AGO,3556,,CASA — CE,Convergência Ampla de Salvação de Angola — Coligação Eleitoral,Broad Convergence for the Salvation of Angola — Electoral Coalition,,2012,,6.0,2012,,https://en.wikipedia.org/wiki/CASA%E2%80%93CE,,,2015-07-21 07:00:04.505019+00:00,2021-03-26 16:25:13.302587+00:00
AGO,8671,,fda,Fórum Democrático Angolano,Angolan Democratic Forum,,1992,2004,0.3,1992,,https://en.wikipedia.org/wiki/Angolan_Democratic_Forum,1993 Paulo Tjipilica (Minister of Justice),,2021-01-05 16:01:04.008724+00:00,2021-01-05 16:01:04.008783+00:00
AGO,5131,,FNLA,Frente Nacional de Libertação de Angola,National Liberation Front of Angola,,1954,2012,2.4,1992,,https://en.wikipedia.org/wiki/National_Liberation_Front_of_Angola,,,2016-08-10 11:53:52.154646+00:00,2018-05-22 16:18:55.662459+00:00
AGO,2298,,MPLA,Movimento Popular de Libertação de Angola — Partido do Trabalho,People's Movement for the Liberation of Angola — Labour Party,,1956,,81.6,2008,,https://en.wikipedia.org/wiki/MPLA,,,2014-06-13 20:45:12.596962+00:00,2021-03-28 19:31:08.003929+00:00
AGO,7723,,NSPA,National Salvation Party of Angola,National Salvation Party of Angola,,2012,,9.5,2017,,,,,2019-09-12 14:56:34.895318+00:00,2021-03-26 14:56:46.510034+00:00
AGO,2342,,PRS,Partido de Renovação Social,Social Renewal Party,,1990,,3.2,2008,,https://en.wikipedia.org/wiki/Social_Renewal_Party_%28Angola%29,,,2014-06-14 09:09:00.290554+00:00,2018-07-07 19:50:10.639428+00:00
AGO,5136,,PLD,Partido Liberal Democrático,Liberal Democratic Party,,1983,,2.4,1992,,https://en.wikipedia.org/wiki/Liberal_Democratic_Party_%28Angola%29,,,2016-08-10 13:04:31.575059+00:00,2016-08-10 13:04:31.575120+00:00
AGO,7722,,PDDAPA,Party for Democracy and Development in Angola-Patriotic Alliance,Party for Democracy and Development in Angola-Patriotic Alliance,,2012,,9.5,2017,,,,,2019-09-12 14:55:28.276447+00:00,2021-03-26 14:56:36.486677+00:00
AGO,2343,,UNITA,União Nacional para a Independência Total de Angola,National Union for the Total Independence of Angola,,1966,,18.7,2012,,https://en.wikipedia.org/wiki/UNITA,,,2014-06-14 09:10:27.129688+00:00,2018-07-07 19:50:10.378633+00:00
AGO,3886,15,ally,alliance,alliance,,1750,,,,,,,,2015-09-09 13:49:30.272160+00:00,2022-12-16 10:56:17.584256+00:00
AGO,2994,12,tech,technical,technical,,1750,,,,,,,,2014-09-05 07:46:39.692557+00:00,2022-12-16 10:56:17.577666+00:00
AGO,2576,11,1-perc,1 percent,1 percent,,1750,,,,,,,,2014-07-07 14:01:43.176288+00:00,2022-12-16 10:56:17.570553+00:00
AGO,2575,10,unknown,unknown,unknown,,1750,,,,,,,,2014-07-07 14:01:43.165361+00:00,2022-12-16 10:56:17.563152+00:00
