country,partyfacts_id,name_short,ches_short,ches_id,ches_left_right,ches_gal_tan,ches_economy,ches_redistribute,dalp_short,dalp_id,dalp_left_right,dalp_gal_tan,dalp_economy,dalp_redistribute,dalp_identity,mp_id,mp_short,mp_left_right,wvs_short,wvs_id,wvs_left_right
SVK,983,DS,,,,,,,,,,,,,,96420,DS,-12.3,,,
SVK,63,KDH,KDH,2805,6.62,8.06,6.19,5,KDH,SVK-6,7.15,9.31,6.15,5.77,6.31,96521,KDH,-10.06,,,
SVK,340,KSS,KSS,2807,0.69,6.6,0.33,0.55,,,,,,,,96222,KSS,-7.14,,,
SVK,560,LS — HZDS,LS-HZDS,2801,5,7.21,4.43,4.38,LS-HDS,SVK-5,5.2,6.67,4.27,4.42,7.92,96711,HZDS,12.02,,,
SVK,656,LsNS,Kotleba LSNS,2817,9.31,9.81,3.94,2.27,,,,,,,,96720,ĽSNS,8.99,,,
SVK,258,MH,Most,2813,5.2,4.81,5.75,5.13,,,,,,,,96955,,0.44,,,
SVK,2283,MKDM,,,,,,,,,,,,,,96953,MKdH/MKdM,-12.2,,,
SVK,2284,MOS,,,,,,,,,,,,,,96954,MOS/MPP,3.03,,,
SVK,1174,Nds,,,,,,,,,,,,,,96712,NDS,-2.15,,,
SVK,665,OKS,,,,,,,,,,,,,,96610,OKS,34.73,,,
SVK,2130,OLaNO,OLaNO,2814,6.57,6.79,6,5,,,,,,,,96620,OL'aNO,-2.43,,,
SVK,7361,PS,PS,2819,3.81,1.5,5,4.31,,,,,,,,,,,,,
SVK,129,PSNS,PSNS,2808,8.5,8.62,3.75,,,,,,,,,,,,,,
SVK,4872,S,,,,,,,,,,,,,,96630,,0.86,,,
SVK,1386,SaS,SaS,2812,7,3.19,8.12,8.5,,,,,,,,96440,SaS,28.38,,,
SVK,226,SDK,,,,,,,,,,,,,,96522,SDK,5.19,,,
SVK,1617,SDKU — DS,SDKU; SDKU-DS,2802,6.86,5.31,7.57,7.38,SKDU-DS,SVK-2,7.23,4.69,7.46,7.23,4.62,96523,SDKÚ,6.03,,,
SVK,1242,SDL,,,,,,,,,,,,,,96220,KSČ,-10.49,,,
SVK,2131,SDĽ,,,,,,,,,,,,,,,,,,,
SVK,200,SDSS,,,,,,,,,,,,,,,,,,,
SVK,1077,SE,,,,,,,,,,,,,,96951,ESWS,-8.22,,,
SVK,137,SF,SF,2811,5.73,2.75,6,5.62,,,,,,,,,,,,,
SVK,311,Smer — SD,Smer; Smer-SD,2803,4.25,7.88,3.5,2.12,Smer,SVK-1,2.85,5.17,2.31,2.38,7.46,96423,Smer,-8.33,,,
SVK,349,SMK-MKP,SMK; SMK-MKP,2804,5.92,7.14,5.54,4.09,SMK,SVK-4,6,5.83,5.58,4.69,1.83,96952,ESWS-MKdH,-7.27,,,
SVK,730,SNS,SNS,2809,7.44,8.94,4.44,3.53,SNS,SVK-3,6.5,8.46,4.64,4.2,9.85,96710,SNS,12.95,,,
SVK,9,SOP,,,,,,,,,,,,,,96422,SOP,-6.39,,,
SVK,8177,Spolu,SPOLU,2820,5.33,3,6.12,5.69,,,,,,,,,,,,,
SVK,2453,SPV,,,,,,,,,,,,,,,,,,,
SVK,4873,SR,Sme Rodina,2818,7.13,8.44,4.86,2.86,,,,,,,,96725,,2.11,,,
SVK,205,SV,,,,,,,,,,,,,,96221,SV,-11.32,,,
SVK,1569,SZ-S,,,,,,,,,,,,,,96111,SZ,-17.65,,,
SVK,2917,unknown,,,,,,,,,,,,,,,,,,,
SVK,5,VPN,,,,,,,,,,,,,,96430,VPN,-7.03,,,
SVK,8394,Za,Za,2821,6,5,6.62,5.4,,,,,,,,,,,,,
SVK,230,ZRS,,,,,,,,,,,,,,96210,ZRS,-12.06,,,
SVN,2921,1-perc,,,,,,,,,,,,,,97810,SKZ,90.91,,,
SVN,1302,AS,AS,2909,4.6,2.6,3.8,3,,,,,,,,,,,,,
SVN,467,DeSUS,DeSUS,2906,3.77,5.07,3.29,2.79,DeSUS,SVN-4,3.25,2.92,2.73,2.06,3.23,97951,DeSUS,-28.52,DeSUS,705002,4.72
SVN,98,DL,,,,,,,,,,,,,,97450,LGV,0,,,
SVN,1479,DS,,,,,,,,,,,,,,97430,DSS,-33.15,,,
SVN,2273,KPS / ZKS,,,,,,,,,,,,,,97220,ZKS,6.9,,,
SVN,975,LDS,LDS,2901,4.75,1.58,5.83,5.83,LDS,SVN-7,3.25,1.64,6.73,5.62,1.93,97421,LDS,3.84,LDS,705003,3.67
SVN,2099,LDSS,,,,,,,,,,,,,,,,,,,
SVN,6132,LMS,LMS,2915,4.36,4.64,4.64,4.21,,,,,,,,,,,,,
SVN,1773,LZJ — PS,PS,2914,3.38,3.46,4.15,4.73,,,,,,,,97340,PS,14.03,,,
SVN,1618,NSi,NSI,2905,7.5,8,7.36,6.07,NSI,SVN-8,8.73,8.71,5.71,4.69,8.13,97522,Nsi,10.54,NSI,705020,7.27
SVN,1403,SD/ZLSD,ZLSD; SD,2903,2.57,2.53,3.07,2.71,SD,SVN-1,2.38,2.07,3.2,2.12,1.67,97321,ZLSD,-16.82,SDS,705006,6.71
SVN,472,SDS,SDS,2902,8.64,8.73,7.5,7,SDS,SVN-2,7.06,6.43,5.8,5.12,7.73,97320,SDSS,-11.07,,,
SVN,644,SKD,,,,,,,,,,,,,,97520,SKD,-0.54,,,
SVN,764,SLS,SLS-SKD; SLS,2904,6.46,7.08,6.31,5.7,SLS,SVN-6,7.73,7.77,4.62,3.44,7.27,97521,SLS,-3.42,SLS,705004,5.41
SVN,3098,SMC,SMC,2911,4.79,4.07,5.14,4.5,,,,,,,,,,,,,
SVN,1401,SMS,SMS,2908,4.4,3.2,4,,,,,,,,,97952,SMS,11.47,,,
SVN,96,SNS,SNS,2907,8.71,8.47,6.31,6.83,SNS,SVN-5,7.92,5.54,3.7,3.33,9.8,97710,SNS,7.94,SNS,705005,5.22
SVN,3114,ZaAB / SAB,ZaAB,2913,4.21,3.33,4.36,3.5,,,,,,,,,,,,,
SVN,474,Zares,Zares,2910,3.92,1.75,4.58,4.33,Z-NP,SVN-3,3.19,1.79,4.53,4.81,1.47,97440,,-10.43,ZARES,705025,3.5
SVN,4714,ZdLe,ZL,2912,0.71,1,0.71,1.14,,,,,,,,,,,,,
SVN,2276,ZL,,,,,,,,,,,,,,97223,ZL,6.9,,,
SVN,1494,ZS,,,,,,,,,,,,,,97110,ZS,-15.68,,,
SWE,690,AV / H / HP / M,M,1605,7.71,5.94,7.71,7.19,Mod,SWE-1,7.95,3.6,6.9,6.5,4.3,11620,MSP,7.56,,752005,7.71
SWE,199,B/C,C,1603,6.82,2.24,8,6.75,C,SWE-2,7.2,3.7,6.45,5.7,4.3,11810,CP,9.98,,752001,6.47
SWE,1240,Fi,FI,1612,1.81,0.81,1.71,1.38,,,,,,,,,,,,,
SWE,1274,Fpl / L,FP,1604,6.53,3.24,7.12,6.25,FP,SWE-3,7.4,2.75,6.6,5.95,4,11420,FP,-1.14,,752002,6.58
SWE,1093,Jl,JL,1609,5.27,4.2,5.22,5.4,,,,,,,,,,,,,
SWE,651,KD,KD,1606,7.82,7.06,7.24,6.31,KD,SWE-4,7.6,6.25,6.2,5.7,4.35,11520,KDS,-12.71,,752003,6.96
SWE,456,MP,MP,1607,3.29,1.59,3.94,3,MPG,SWE-5,3.85,2.45,4.65,4.3,2.15,11110,MP,-15.97,,752004,4.05
SWE,343,NyD,NyD,1608,9,6,8,,,,,,,,,11951,NyD,42.81,,,
SWE,1485,PP,PIRAT,1611,5,1.24,5.25,5.17,,,,,,,,,,,,,
SWE,487,S,SAP,1602,3.88,4.41,4.12,2.81,SAP,SWE-6,3.3,2.79,3.8,4,3.05,11320,SAP,-20,,752006,3.85
SWE,409,SD,SD,1610,8.47,8.76,5.59,4.69,SD,SWE-8,8.23,8.69,5.5,4,9.6,11710,SD,-9.09,,752009,6.51
SWE,830,V/SKP,V,1601,1.71,1.94,1.76,0.5,V,SWE-7,1.7,2.45,2.95,3.15,1.85,11220,SKP,-40.7,,752007,2.35
THA,2373,PCT,,,,,,,CT,THA-3,8.83,6.6,7,5.5,6.25,,,,,,
THA,2378,Phracharaj,,,,,,,PrP,THA-1,9,7.5,9,6.33,7.5,,,,,,
THA,2375,PMT,,,,,,,MT,THA-4,8,7.25,7,5.75,7,,,,,,
THA,2327,PP,,,,,,,Pr,THA-7,8.12,7.8,7.44,6.38,5.78,,,,,764001,5.54
THA,2377,PPD,,,,,,,PPP,THA-2,9.2,7.5,7,4.4,7.5,,,,,,
THA,2376,PPP,,,,,,,PaP,THA-6,6.43,8,5.11,4.38,7,,,,,,
THA,5398,PTP,,,,,,,,,,,,,,,,,,764005,6.95
THA,2374,RJTCP,,,,,,,RJTCP,THA-5,8.4,7.5,8.5,6.25,7,,,,,,
THA,5397,TRT,,,,,,,,,,,,,,,,,,,
TUN,4534,COL,,,,,,,,,,,,,,,,,,788007,5.14
TUN,4532,CPR,,,,,,,,,,,,,,,,,CPR,788005,5
TUN,5832,Nahdah,,,,,,,,,,,,,,,,,,788002,6.96
TUN,4530,NT,,,,,,,,,,,,,,,,,,788001,5.33
TUN,4533,PDP,,,,,,,,,,,,,,,,,PDP,788004,6.14
TUN,5586,PF,,,,,,,,,,,,,,,,,,788003,3.93
TUR,306,AKP,,,,,,,AKP,TUR-1,6.64,7.9,7.64,4.55,4.55,74628,AKP,-6.78,AKP,792008,7.4
TUR,1190,ANAP,,,,,,,,,,,,,,74623,ANAP,-25,,,
TUR,4373,AP,,,,,,,,,,,,,,74622,AP,31.4,,,
TUR,1330,BBP,,,,,,,,,,,,,,74626,BBP,26.49,,,
TUR,2503,BDP,,,,,,,,,,,,,,74325,BDP,-33.84,,,
TUR,1060,CHP,,,,,,,CHP,TUR-2,5,4.8,4.64,3.9,4.8,74321,CHP,-29.46,CHP,792002,4.37
TUR,4377,CMP,,,,,,,,,,,,,,74710,CMP,-28.38,,,
TUR,899,DP,,,,,,,DP,TUR-3,6.55,6,6.4,6.67,6.33,,,,,,
TUR,4758,DP,,,,,,,,,,,,,,74621,DP,44.6,,,
TUR,1740,DSP,,,,,,,DSP,TUR-4,5.36,5.11,4.45,5,5.78,74324,DSP,19.32,,,
TUR,1606,DTP,,,,,,,DTP,TUR-5,2.64,4.75,3.67,4.11,3.64,74326,DTP,-35.38,,,
TUR,398,DTuP,,,,,,,,,,,,,,74627,DTP,-1.46,,,
TUR,351,DYP,,,,,,,,,,,,,,74624,DYP,-8.07,,,
TUR,1463,FP,,,,,,,,,,,,,,74716,FP,7.38,,,
TUR,2472,HADEP,,,,,,,,,,,,,,,,,,,
TUR,6042,HDP,,,,,,,,,,,,,,74210,HDP,-26.52,,,
TUR,1423,HP,,,,,,,,,,,,,,74322,HP,-13.6,,,
TUR,6236,IYI,,,,,,,,,,,,,,,,,,,
TUR,178,MDP,,,,,,,,,,,,,,74711,MDP,-7.8,,,
TUR,1610,MHP,,,,,,,MHP,TUR-6,8.82,8.2,4,5.86,7.36,74712,CKMP,9.36,MHP,792006,7.45
TUR,228,MP,,,,,,,,,,,,,,74625,MP,3.17,,,
TUR,815,MSP,,,,,,,,,,,,,,74714,MSP,37.5,,,
TUR,1067,RP,,,,,,,,,,,,,,74715,RP,33.48,,,
TUR,1253,SHP,,,,,,,,,,,,,,74323,SHP,-13.06,,,
TUR,572,SP,,,,,,,SP,TUR-7,8.18,9.11,3.4,3.33,5.25,,,,,,
TUR,2957,unknown,,,,,,,,,,,,,,,,,,,
TWN,3666,C/NP,,,,,,,,,,,,,,,,,,,
TWN,1596,DDP,,,,,,,DPP,TWN-2,4.89,3.22,4.31,4.53,5.44,,,,DPP,158012,4.24
TWN,1112,KMT,,,,,,,KMT,TWN-1,7.17,4.72,4.89,6.44,5.06,,,,KMT,158011,4.98
TWN,3665,PFP,,,,,,,,,,,,,,,,,PFP,158015,4.25
TWN,3664,TSU,,,,,,,,,,,,,,,,,TSU,158014,4.17
TZA,2328,CCM,,,,,,,CCM,TZA-1,5.25,4.69,5.5,5.25,4.5,,,,,,
TZA,2345,CCW,,,,,,,CCW,TZA-3,5.33,3.7,4.5,3.43,5.1,,,,,,
TZA,2344,Chadema,,,,,,,CDM,TZA-2,6.11,3.3,5.67,3.71,4.82,,,,,,
UGA,4525,DP,,,,,,,,,,,,,,,,,,,
UGA,4523,NRM,,,,,,,,,,,,,,,,,,,
UGA,4524,UPC,,,,,,,,,,,,,,,,,,,
UKR,2963,1-perc,,,,,,,,,,,,,,98424,HKU,-11.43,,,
UKR,2215,APU,,,,,,,,,,,,,,98811,APU,-22.41,,,
UKR,2231,BNU — NS,,,,,,,OU-PSD,UKR-3,8.09,5.71,6.5,5.62,5.67,98615,NU,-12.82,,,
UKR,4778,BPP,,,,,,,,,,,,,,,,,UDAR,804105,5.39
UKR,2228,BYuT,,,,,,,BYU,UKR-1,4.14,3.88,3.52,3.3,3.37,98616,JT,-2.92,,,
UKR,2222,DPU,,,,,,,,,,,,,,98613,DPU,10.24,,,
UKR,3266,Fath,,,,,,,,,,,,,,,,,BUT,804101,5.77
UKR,3267,Fre,,,,,,,,,,,,,,,,,VO,804102,6.32
UKR,4780,GP,,,,,,,,,,,,,,,,,,,
UKR,2218,KhDPU,,,,,,,,,,,,,,98521,KhDPU,9.34,,,
UKR,2220,KPU,,,,,,,CPU,UKR-4,1.68,6.75,1.9,2,3.65,98221,KPU,-29.9,,,
UKR,2221,KUN,,,,,,,,,,,,,,98711,KUN,17.22,,,
UKR,2230,LB,,,,,,,LB,UKR-5,5.56,4.29,4.71,4.44,3.71,98081,LB,-8.66,,,
UKR,3158,LDPU,,,,,,,,,,,,,,,,,,,
UKR,2227,MBR,,,,,,,,,,,,,,98421,MBR,11.92,,,
UKR,2206,NDPU,,,,,,,,,,,,,,98426,NDPU,-10.45,,,
UKR,4773,NF,,,,,,,,,,,,,,,,,,,
UKR,2223,NF,,,,,,,,,,,,,,98614,NF,25.49,,,
UKR,4779,OB,,,,,,,,,,,,,,,,,,,
UKR,2232,PDVU,,,,,,,,,,,,,,98422,PDVU,37.88,,,
UKR,2233,PEVK,,,,,,,,,,,,,,98951,PEVK,15.09,,,
UKR,2234,PR,,,,,,,PR,UKR-2,6.26,4.94,5.37,5.58,3.53,98952,PR,-5.88,,804104,5.64
UKR,4775,PS,,,,,,,,,,,,,,,,,,,
UKR,2208,PSPU,,,,,,,,,,,,,,98322,PSPU,-4,,,
UKR,2229,PT,,,,,,,,,,,,,,98423,PT,0,,,
UKR,2226,PZU,,,,,,,,,,,,,,98111,PZU,-15.46,,,
UKR,4774,RP,,,,,,,,,,,,,,,,,,,
UKR,2207,Rukh,,,,,,,,,,,,,,98611,Rukh,2.61,,,
UKR,2210,SDPU(O),,,,,,,,,,,,,,98325,SDPU,-5.6,,,
UKR,2205,SelPU,,,,,,,,,,,,,,98810,SelPU,2.27,,,
UKR,4776,SP,,,,,,,,,,,,,,,,,,,
UKR,2211,SPU,,,,,,,SPU,UKR-6,2.64,5.65,2.95,2.77,3.27,98323,SPU-SelPU,-2,,,
UKR,3178,SU,,,,,,,,,,,,,,,,,,804106,6.3
UKR,2212,UKRP,,,,,,,,,,,,,,98712,UKRP,14.01,,,
UKR,2213,UNA,,,,,,,,,,,,,,98713,UNA,29.87,,,
UKR,2962,unknown,,,,,,,,,,,,,,,,,KPU,804103,4.15
UKR,2214,URP,,,,,,,,,,,,,,98612,URP,10.44,,,
UKR,2535,Viche,,,,,,,,,,,,,,,,,,,
UKR,2216,VOH,,,,,,,,,,,,,,98324,,-12.82,,,
UKR,2225,VU,,,,,,,,,,,,,,98428,,10.35,,,
UKR,4772,ZASTUP,,,,,,,,,,,,,,,,,,,
UKR,2224,ZYU,,,,,,,,,,,,,,98429,ZYU,-9.4,,,
URY,1658,FA/EP,,,,,,,FA,URY-3,3.41,3.76,3.29,3.82,3.73,162310,FA,-21.2,,858003,3.28
URY,3671,NE,,,,,,,,,,,,,,,,,,,
URY,1419,PC,,,,,,,PC,URY-2,6.82,4.65,6.76,5.5,4.71,162410,PC,-8.83,,858001,7.13
URY,518,PI,,,,,,,,,,,,,,162510,PI,-0.08,,858004,5.33
URY,118,PN,,,,,,,PN,URY-1,6.24,5.59,6.53,5.12,4.86,162610,PN,-3.24,,858002,6.87
URY,4506,UP,,,,,,,,,,,,,,162210,UP,-43.4,,,
USA,432,Dem,,,,,,,Dem,USA-1,2.53,3.13,3.07,3.12,2.79,61320,Democrats,-20.58,,840002,4.71
USA,2002,PP-LF,,,,,,,,,,,,,,61621,,-28.06,,,
USA,2001,PP-W,,,,,,,,,,,,,,61622,,-42.12,,,
USA,809,Rep,,,,,,,Rep,USA-2,8.87,8.4,8.47,8.94,7.5,61620,Republicans,32.97,,840001,7.43
USA,3557,RPUSA,,,,,,,,,,,,,,,,,,,
USA,1089,SRP,,,,,,,,,,,,,,61911,,52.46,,,
VEN,862,AD,,,,,,,,,,,,,,,,,,,
VEN,4804,CN,,,,,,,,,,,,,,,,,,,
VEN,4759,COPEI,,,,,,,,,,,,,,,,,,,
VEN,4803,LCR,,,,,,,,,,,,,,,,,,,
VEN,646,MAS,,,,,,,,,,,,,,,,,,,
VEN,1754,MVR,,,,,,,MVR,VEN-1,3.42,8,3.67,3.25,4.64,,,,,,
VEN,1483,PCV,,,,,,,PCV,VEN-4,3,7.27,3.5,3.17,5.18,,,,,,
VEN,361,PJ,,,,,,,MPJ,VEN-6,7.33,3.33,5.67,5.33,4.5,,,,,,
VEN,413,PODEMOS,,,,,,,Podemos,VEN-2,4.67,5.5,4.5,3.75,4.4,,,,,,
VEN,1356,PPT,,,,,,,PPT,VEN-3,3.58,5.83,4.83,3.75,4.27,,,,,,
VEN,4802,PRVZL,,,,,,,,,,,,,,,,,,,
VEN,849,UNT,,,,,,,UNT,VEN-5,5.67,3,5,5.67,3.5,,,,,,
XKX,3243,AAK,,,,,,,,,,,,,,,,,,,
XKX,3703,AKR,,,,,,,,,,,,,,,,,,,
XKX,2295,LDK,,,,,,,,,,,,,,,,,,,
XKX,4765,NISMA,,,,,,,,,,,,,,,,,,,
XKX,2294,PDK,,,,,,,,,,,,,,,,,,,
XKX,5499,SL,,,,,,,,,,,,,,,,,,,
XKX,2296,VV!,,,,,,,,,,,,,,,,,,,
YEM,4040,ally,,,,,,,,,,,,,,,,,YSP,887009,5
YEM,4162,GPC,,,,,,,,,,,,,,,,,GPC,887002,5.99
YEM,4163,Islah,,,,,,,,,,,,,,,,,Islah,887001,6.76
YEM,4328,NUPO,,,,,,,,,,,,,,,,,,887004,3
YEM,3625,unknown,,,,,,,,,,,,,,,,,,887007,6.67
YEM,4164,YSP,,,,,,,,,,,,,,,,,YSP,887003,2.89
ZAF,1219,ANC,,,,,,,ANC,ZAF-1,3.91,2.5,2.64,2.91,3.82,181310,ANC,-31.93,ANC,710003,6.45
ZAF,4546,COPE,,,,,,,,,,,,,,181420,COPE,-32.81,,,
ZAF,1609,CP,,,,,,,,,,,,,,,,,,,
ZAF,1038,DA,,,,,,,DA,ZAF-2,6.55,2.09,6.45,4.64,2.73,181411,DA,-8.12,DA,710006,5.85
ZAF,4547,DP,,,,,,,,,,,,,,181410,DP,-2.15,,,
ZAF,4548,EEF,,,,,,,,,,,,,,181210,EEF,-27.8,,,
ZAF,1630,IFP,,,,,,,IFP,ZAF-3,6.73,5.3,5.45,3.91,3,181910,IFP,-7.72,,,
ZAF,1289,NP,,,,,,,,,,,,,,,,,,,
ZMB,2332,FDD,,,,,,,FDD,ZMB-4,5,1.54,5.79,3.58,3.75,,,,,,
ZMB,3685,HP,,,,,,,,,,,,,,,,,,,
ZMB,2333,MMD,,,,,,,MMD,ZMB-1,6.75,2.44,6.47,4.33,3.94,,,,,,
ZMB,2302,PF,,,,,,,PF,ZMB-5,5.69,3.27,4.2,3,5.35,,,,,,
ZMB,7187,UDA,,,,,,,,,,,,,,,,,,,
ZMB,2334,UNIP,,,,,,,UNIP,ZMB-2,3.88,2.88,2.61,3,3.94,,,,,,
ZMB,2335,UPND,,,,,,,UPND,ZMB-3,5.76,2.12,5.41,3.81,3.59,,,,,,
ZWE,3558,MDC,,,,,,,,,,,,,,,,,,,
